within 0,within 1,between,acc
0.6133053000033885,0.6636205328372764,0.6369330838751344,40.625
0.5484809147681438,0.5367069966136935,0.5360835134666154,39.0625
0.6055597502683454,0.6455594723512019,0.6033325638147253,42.708333333333336
0.6050790967885404,0.6580109668585161,0.6395546915882733,47.65625
0.6457495869447788,0.629337657443983,0.6101783498073928,48.125
0.6713351859327625,0.5818254865992528,0.6510807308349906,47.395833333333336
0.567713302525226,0.5963710812255159,0.5708655199998276,49.107142857142854
0.6749936905767148,0.49593360419385135,0.6566380146505253,50.390625
0.4711477292931389,0.6565355594924928,0.6691722988353355,51.388888888888886
0.6447100161142598,0.6362767720820157,0.6454890815482016,53.75
0.5869235499677333,0.6567789305418141,0.6251707025260355,53.97727272727273
0.5050541904887983,0.6583901820491294,0.615075179256521,54.6875
0.6395391577177427,0.5833889151479872,0.6226159197669395,56.49038461538461
0.62845689353527,0.5331259761517356,0.5851380262701285,56.919642857142854
0.6171162250318698,0.6601844497422195,0.6792317175032462,57.708333333333336
0.5480827696414458,0.6449644566196334,0.686507079301269,57.8125
0.5899592454589548,0.6500752063481795,0.646849993057549,58.088235294117645
0.6308408731874687,0.5325258804157704,0.592625211100168,59.02777777777778
0.5193092890370351,0.6496000192863377,0.6396770545126877,60.526315789473685
0.622411770725568,0.6008365934803372,0.6265765575692057,61.71875
0.5739797360485508,0.6248907500549274,0.6943464844031076,62.5
0.5783878174388692,0.5766122662188375,0.6171240108507667,62.35795454545455
0.49771497007459403,0.6105248464892308,0.6891268428589683,63.45108695652174
0.5283343904784747,0.6263550075236708,0.6689552540744783,64.84375
0.5043040588558987,0.6085704888554884,0.6492925487063264,65.875
0.6304115945217657,0.5975995781002464,0.6834625235263495,66.10576923076923
0.5287630257152376,0.5638785270378267,0.6438230334799372,66.7824074074074
0.47853705744471464,0.608343441469165,0.715741858438698,67.29910714285714
0.5222152665845657,0.5512729126282714,0.7781069202823953,68.42672413793103
0.5030991333536804,0.5583878869501253,0.7832596671833016,69.47916666666667
0.5639990345861008,0.5464516259975486,0.762934786797915,70.16129032258064
0.5846938553199269,0.5186464291291086,0.7693186412336275,71.09375
0.4748987647203299,0.552332181247633,0.813361549473253,71.875
0.5496250002772785,0.5148957685700485,0.785079182339056,72.70220588235294
0.48281258678830724,0.521675895296392,0.8292133277537777,73.48214285714286
0.42192982071703605,0.5651075094451312,0.8088086725670903,74.21875
0.44637178989991644,0.5072656756082734,0.8665985923448932,74.91554054054055
0.4395774886012077,0.5382136498267452,0.8502706005729124,75.57565789473684
0.45193742788754976,0.48691120245524383,0.8773820239046126,76.12179487179488
0.5087690425434095,0.5293587788939476,0.83836394445925,76.640625
0.40331895561779246,0.48072187283209394,0.8876042260572066,77.21036585365853
0.2904838151401944,0.5783020784005974,0.8252853623496115,77.67857142857143
0.2828975400099388,0.5413296088053469,0.8578536552466596,78.19767441860465
0.2956185585508744,0.4950893160421401,0.9167839029710194,78.69318181818181
0.38052034229040144,0.4456544929381573,0.8992718632011171,79.16666666666667
0.37970331005359953,0.43609000900478073,0.9119833884134929,79.6195652173913
0.4565257804958444,0.4634628439830108,0.8627860896659816,79.98670212765957
0.31567382845249803,0.4960515421200422,0.8979380446250673,80.33854166666667
0.27563742394833,0.42340863190946126,0.9209769470915061,80.73979591836735
0.33687818477697234,0.369573810625644,0.9367676706471969,81.125
0.2980313051759807,0.3910717754573612,0.9406300085145862,81.49509803921569
0.2520383971140665,0.40718002993436087,0.9508001842158396,81.85096153846153
0.2886203731361188,0.4440049265439694,0.947291340815406,82.19339622641509
0.21447344762938364,0.4300474342890084,0.9421235312552787,82.52314814814815
0.23280084152626834,0.4097176926967862,0.9551675503819188,82.8409090909091
0.25752090190847715,0.4201741348952055,0.9590312916907919,83.14732142857143
0.2236325646701612,0.3268547676121577,0.9590015078290021,83.44298245614036
0.09929098324342207,0.4693238132189782,0.9152033782464303,83.72844827586206
0.17079777460472256,0.3397620198736479,0.9567156998095527,84.0042372881356
0.17777185887098312,0.42603584344809253,0.9588261746786593,84.27083333333333
0.18832720319430032,0.39376835338771343,0.9639294703965648,84.52868852459017
0.21166092546936732,0.3331480203094063,0.9697123823661499,84.77822580645162
0.15502660522858303,0.35653680806669097,0.9672121983565489,85.01984126984127
0.09722782486961001,0.3666592712431927,0.9611860458370293,85.25390625
0.12575513472159702,0.3753131238122781,0.973011118379759,85.48076923076923
0.20959137752652168,0.3716846086971817,0.9572282020391796,85.70075757575758
0.09417176836139553,0.41215382625951485,0.9580367044266077,85.91417910447761
0.06847114779732444,0.46907868034073286,0.9625569071926041,86.12132352941177
0.14138376365105312,0.3739221112802625,0.9789757146866478,86.32246376811594
0.09140241408086085,0.4103074276886783,0.9836492318451732,86.51785714285714
0.13622146775150856,0.3787335224258594,0.9752111332559675,86.70774647887323
0.15691361532491796,0.2530522225322304,0.9796915769472772,86.89236111111111
0.10258152467363021,0.3379615262860344,0.9843817425447353,87.07191780821918
0.19445794201516486,0.30001349978976777,0.9653078514380798,87.24662162162163
0.059592958444204085,0.3759979357812227,0.9750380577492037,87.41666666666667
0.05869975631887263,0.43294567589071536,0.9704490527879795,87.58223684210526
0.08811440615872153,0.3469577154942921,0.9866219094991854,87.74350649350649
0.0825914609081605,0.37140381180104753,0.9785137019976723,87.90064102564102
0.07782698983237857,0.38581490448183,0.9811503475264295,88.05379746835443
0.10046935300616656,0.3286067221845899,0.9866859390429097,88.203125
0.12980738369857564,0.33953826455842884,0.9626276499925891,88.34876543209876
0.13739644516916835,0.3819141372683502,0.9801701235292664,88.49085365853658
0.051690228474445835,0.37471919688695704,0.9820017290047934,88.62951807228916
0.06494027737415198,0.39573261878992383,0.9663096644608451,88.76488095238095
0.049923947879246304,0.4074939389840937,0.9772471436100233,88.8970588235294
0.04825630947783753,0.33779602317638646,0.9795567054483226,89.02616279069767
0.07355484167734781,0.37699719996502,0.9852215673373212,89.15229885057471
0.040759993669314265,0.3808091357786056,0.9877861861307825,89.27556818181819
0.05255836298068364,0.3396405102064212,0.9905204418391946,89.39606741573034
0.06022654405606338,0.41242214758972545,0.9925577732380574,89.51388888888889
0.12307161632038298,0.300004068762064,0.9685561790333909,89.62912087912088
0.012241215055639094,0.4177796518784903,0.9841720012584465,89.74184782608695
0.03969311032976423,0.36567532884724,0.9904268438996523,89.85215053763442
0.03237654935745966,0.35107812690822515,0.9908638116284433,89.96010638297872
0.03786298010375474,0.34053901892179755,0.9944163172303855,90.0657894736842
0.019988395951010964,0.40896458541484254,0.9795022693225595,90.16927083333333
0.027217111804268578,0.41304058821517087,0.9873089961557935,90.27061855670104
0.05475501120090485,0.37296157342692215,0.9927358359603318,90.36989795918367
0.08211776614189148,0.2501042191729401,0.993515592915901,90.46717171717172
0.08211110422485753,0.21084852065100815,0.985075166278716,90.5625
