within 0,within 1,between,acc true,acc control
9.957515968995935,11.29892110824585,11.1381015216603,46.875,56.25
8.63377304653545,8.399780687163858,8.301110963026682,45.3125,56.25
9.867704315980275,10.672519429524739,10.256613843142986,47.916666666666664,59.375
11.204958709081014,11.341523265838623,11.221230313181877,49.21875,63.28125
9.029923844337464,10.270538876454035,9.58943699998781,52.5,63.75
9.551769828796386,10.239292428773993,9.810485604230095,46.875,90.625
9.218009614944458,10.336784998575846,9.733773339074105,45.3125,92.1875
9.960828334857256,10.211341014382436,9.933188338028756,50.0,88.54166666666667
9.74570885203243,10.139687800145412,9.751203260251454,51.5625,88.28125
10.769061253351325,9.775883352188837,10.352814117132448,55.625,90.0
10.61731522685879,10.674784236484104,10.63150275888897,53.125,96.875
10.325200353349958,10.73116775120006,10.410739631278842,53.125,98.4375
10.784520723666365,11.097568114598593,11.138263845250673,51.041666666666664,98.95833333333333
9.71880757282762,9.67134759085519,9.573306133700353,53.90625,98.4375
10.54212296140063,10.955766185436373,10.735196285777622,55.0,98.75
10.210544260109172,11.326491673787435,11.15960371354047,53.125,100.0
9.219385802090823,9.146815568793054,9.094076730902232,56.25,100.0
10.925311746178092,9.20809991686952,10.354299930353013,59.375,100.0
8.31269218095767,10.576349737879994,9.848761157383995,58.59375,100.0
10.308580791950225,10.24295497337977,10.120864723809063,60.625,100.0
11.470249765569514,11.204519769123623,11.316272750045314,43.75,100.0
10.777707570477537,9.7302614847819,10.372381524244945,56.25,96.875
10.356969361078171,10.498766881578108,10.300016777188171,56.25,97.91666666666667
10.643569911227507,11.281589140210833,11.102660081900803,55.46875,98.4375
10.46884310245514,10.439291302363078,10.281440235674381,57.5,98.75
