within 0,within 1,between,acc true,acc control
9.623763612088036,10.342257928848266,11.619977751900167,46.875,56.25
11.031267501495696,11.026987791061401,10.838834607411945,40.625,59.375
10.821474715073903,11.030529463291169,11.067611706443131,38.541666666666664,63.541666666666664
11.147234270970026,11.037736248970031,10.86495784111321,45.3125,64.84375
11.01020563840866,11.041191011667252,10.837000667117536,48.125,63.75
10.905978277751379,11.14758677167051,10.919171983120489,43.75,87.5
10.703346935908,11.036086187760036,10.961322287097573,56.25,82.8125
11.225453153634684,11.137259051116587,11.053711483835691,64.58333333333333,83.33333333333333
10.884739140279931,11.05289591537727,10.898473036667657,65.625,85.9375
11.035062463844524,10.78805513381958,11.229537079381007,65.625,88.125
11.154292963363313,11.153525654786552,10.96502509382036,53.125,100.0
11.182268110911052,11.057499049340977,10.881220198612587,68.75,98.4375
10.309239430734289,11.20943252245585,11.10569393683059,73.95833333333333,95.83333333333333
11.180705480715808,10.99416754586356,10.986443869272868,75.78125,96.875
10.626692578032776,11.207956426283893,11.071067253748575,77.5,97.5
11.216399560956393,11.100029473077683,11.113855361938477,90.625,100.0
10.959899918063657,11.113824355056863,10.967383696919395,93.75,100.0
10.808036557920687,10.789901181763293,11.14095474046374,93.75,100.0
11.137723904029995,11.260024772895562,10.914767692959497,91.40625,100.0
11.078939175605774,11.06391528447469,11.11490495223552,90.0,100.0
10.554242697629062,10.931528922489711,11.178873978651962,93.75,100.0
10.981971745741994,10.437962438120987,11.26386089026928,90.625,96.875
11.168334066300165,11.089523085776497,10.957658363791072,91.66666666666667,97.91666666666667
10.849570656523985,11.169242854345413,10.97371210677951,92.96875,98.4375
10.324542752901714,10.653804932037989,11.539913333952427,93.125,98.75
