within 0,within 1,between,acc size,acc freq
9.015666264821501,7.923561449277969,8.418023402083154,46.875,56.25
11.132843112945556,11.288729832389137,11.185458203930876,40.625,46.875
10.147698206779284,10.400281168564021,10.183566041320924,41.666666666666664,50.0
9.08883498654221,11.01489294704638,10.507019937038422,43.75,53.90625
10.406864129579985,10.813072873875985,10.565267190100654,44.375,55.0
10.942471276311313,11.066179479871478,10.869172387964586,47.395833333333336,55.208333333333336
8.920796603248233,7.80457782219438,8.235227757341722,47.32142857142857,58.035714285714285
10.814738936284009,11.026399980272565,10.779813552370259,47.65625,58.59375
11.012638852709816,10.806306613575329,10.967975090076397,48.611111111111114,58.68055555555556
10.503691853898944,11.101441428535862,10.819095412890116,49.375,57.8125
10.81141362470739,10.764460173107329,10.716756426119337,50.28409090909091,58.80681818181818
10.503310987178017,9.483443637121292,10.15504215371375,51.822916666666664,60.677083333333336
10.233459212382634,10.752769001324971,10.444899979047477,51.44230769230769,63.22115384615385
10.341012561321259,9.673388151327769,9.962053153663874,51.785714285714285,65.40178571428571
8.98589151396471,9.45376041049049,9.25694515097375,52.291666666666664,67.29166666666667
7.858384512282989,8.763482221590927,8.293663465787494,53.125,68.5546875
10.013686716556549,10.019900423288345,10.50561936199665,53.49264705882353,70.22058823529412
10.63188335327875,10.857376210829791,10.97541911274779,53.99305555555556,71.00694444444444
9.565531233082647,10.897542212690626,10.345406845211983,54.76973684210526,70.5592105263158
11.061225379214568,9.910401262555803,10.941342555775362,55.46875,71.25
11.128519273271747,10.389728682381767,11.586554767593505,55.654761904761905,72.32142857142857
10.685409704844156,10.862161510869077,10.86212520174652,56.53409090909091,73.1534090909091
9.262023603916168,10.661937298377355,10.207575378008187,56.38586956521739,73.77717391304348
10.831038689002012,11.160770798287196,11.222159484137407,56.770833333333336,74.34895833333333
9.995668027915206,11.1392315193847,11.488456820684766,57.25,75.25
11.116104156650298,10.549065094727736,11.272394232421751,57.33173076923077,76.08173076923077
9.993663226856905,10.21298906305334,10.350929771150861,57.754629629629626,76.85185185185185
10.678931660511914,10.990847560337611,11.470530672634348,58.370535714285715,77.45535714285714
10.518540573120116,10.646113985235042,10.85399038141424,59.05172413793103,78.125
10.204800351460774,10.71454786459605,10.794781798496842,59.583333333333336,78.64583333333333
10.62465422494071,10.340374080184239,11.302397201931665,60.483870967741936,79.13306451612904
9.82213353062724,10.681852845584645,11.521371985238696,60.9375,79.58984375
10.85893289164493,10.20041554624384,11.64626772403717,61.26893939393939,80.11363636363636
10.97448772575423,9.906940765869923,11.636214953202467,61.67279411764706,80.42279411764706
9.815322478612265,10.431539881229401,12.274085637181997,62.32142857142857,80.98214285714286
10.796213636285232,9.3970431221856,11.96319063619715,62.93402777777778,81.33680555555556
10.613943147135306,9.788435184877683,11.870960591331361,63.429054054054056,81.75675675675676
9.510884924249334,10.552942743488387,12.218762954076132,63.733552631578945,82.15460526315789
10.404260644725724,10.02416744860974,12.017470611466301,64.1025641025641,82.53205128205128
9.87067570405848,9.513190891629174,12.186459586199593,64.375,82.96875
9.37006548572989,10.36298663729713,12.409347597757975,64.5579268292683,83.38414634146342
10.245389755148636,9.759732795484139,11.782912617921829,64.80654761904762,83.7797619047619
10.064504277472402,9.76075344819289,12.472363721756707,64.89825581395348,84.08430232558139
10.261195371439168,9.967693422354904,12.239629711423602,65.48295454545455,84.44602272727273
10.23629429465846,9.094235135958744,12.404118429794003,65.76388888888889,84.79166666666667
9.031863525935583,10.202612557831932,12.477364715875364,66.03260869565217,85.05434782608695
8.625041945950015,10.267786481022055,12.724359340137905,66.55585106382979,85.37234042553192
8.162235632047548,10.277725014032102,12.705145167926002,66.796875,85.67708333333333
9.157772921269236,8.699274649986855,13.176532488020639,67.28316326530613,85.96938775510205
7.956275615063342,9.73563513101316,13.12295607536558,67.5625,86.25
7.538909724780491,10.686503824980363,12.408943434556326,67.76960784313725,86.3970588235294
8.542033871451578,9.764838290370367,12.934894682869079,67.8485576923077,86.65865384615384
9.065374184278102,8.771383044483898,13.165265439048646,68.16037735849056,86.91037735849056
9.534975570790907,8.33873350506737,13.023367249731924,68.40277777777777,87.15277777777777
9.390357315540314,7.771374148414249,13.270045542249493,68.69318181818181,87.38636363636364
9.199919705163865,9.170100271701813,12.867295111861884,69.08482142857143,87.61160714285714
9.130707616120382,8.09013067497002,13.28181771248106,69.3530701754386,87.82894736842105
7.5888518798045626,9.767064289739954,13.148345877767092,69.50431034482759,88.03879310344827
9.142009525968318,7.364315051298875,13.55323528181686,69.70338983050847,88.24152542372882
8.86212680542391,7.523928280715104,13.600470607242887,69.79166666666667,88.4375
8.846918374105217,7.358167863154149,13.58798481169201,70.18442622950819,88.62704918032787
8.431856369360899,8.933362483978271,13.242446515241616,70.46370967741936,88.81048387096774
