within 0,within 1,between,acc
8.61360031158205,8.990186118575,8.703834266889663,53.125
10.359413924236451,10.333560683554218,10.373833883088082,53.90625
10.398782069866474,9.156270420945084,9.924397512479826,55.208333333333336
10.324724158282002,10.542626425955032,10.41403555680835,57.421875
10.857901451035673,10.760632745758826,10.783574108067404,57.5
10.477382278075584,9.715880879636849,10.24962985539726,76.5625
10.015580032680843,9.80400885408081,10.009553522677034,80.46875
10.188594261805216,10.372823936469628,10.44089080254936,82.8125
10.329632888443168,10.494334998190297,10.656259260458105,85.15625
10.45606484362688,10.243952804141575,10.68003348225639,86.875
10.682512466144185,10.141667214254054,10.62338797436792,92.1875
10.743617456702776,10.213993452263601,11.064918846678523,93.75
10.526657120835397,10.129387351774401,10.903605501633137,92.1875
10.064404916250577,10.545310428196734,10.796696032247235,92.96875
10.198706190525984,10.456722738707594,10.728409083136198,94.375
10.339814841453665,10.228048550581732,10.878568947608835,96.875
10.116162795405234,10.254826720916864,11.172223398762364,97.65625
10.331469706126622,10.795854692975876,11.286442823363055,98.4375
10.55497051667476,10.51892950565387,11.244702710707982,96.484375
10.80268920777422,10.419712605014924,11.142209133677701,96.25
10.49002188284767,10.127904388274269,11.417917231952442,100.0
10.167410929449673,10.589112508743204,11.344221160926072,99.21875
10.413121866905826,10.581186573348155,11.313244568600375,98.95833333333333
10.310304818102109,10.603884861324772,11.35053823234282,98.828125
10.225296062621636,10.705762962321261,11.438856525822088,98.75
10.15265004562609,10.481394756251367,11.601668141869938,100.0
10.511757773914557,10.59079785227988,11.627524410977083,100.0
10.379808741988558,10.100393622408632,11.519426310866459,100.0
9.770028084431619,10.660609545829418,11.780477327627462,100.0
10.160529515099904,10.378397891634986,11.604756714805724,100.0
9.987588804511613,10.281119468537243,11.766956850930043,100.0
10.227338048037637,10.100939684956014,11.845918897337514,100.0
10.227487816052003,10.164030339640956,11.936371767392723,100.0
9.454313608704421,10.512722974731808,11.847880786373501,100.0
10.274871455982167,9.975345843217589,11.97622281062405,100.0
9.689771922565253,10.309210248179621,12.095587885057604,100.0
10.06534892410943,9.72141094669219,12.100720741648594,100.0
9.751553430191931,10.063499534803052,12.20605424977839,100.0
10.254196048918224,10.00489373560305,11.939264506101608,100.0
8.65402034572933,10.450942187737196,12.199347770710785,99.6875
9.676985295535308,10.218509466107152,12.121931742682246,100.0
9.53042560544881,9.981655316711754,12.24224009285458,100.0
9.428645341146376,9.446020025399424,12.540083655156195,100.0
8.930207995607642,10.221224813489943,12.334876801755216,100.0
9.315790374304658,9.732432011402015,12.52918807269308,100.0
9.9018612769386,9.285682053199181,12.477456679228347,100.0
9.004596723711549,9.551219944192582,12.589593630823595,100.0
9.326011612594769,9.636282706350991,12.626478281888096,100.0
8.604879594131893,10.26572465198796,12.36584505119607,100.0
8.934909846705775,9.601250027165268,12.694025141286245,100.0
8.977219640327792,9.406471988133022,12.657733888109329,100.0
8.73255124730602,9.81304186994249,12.73824002912214,100.0
9.718898130865657,8.806907116485934,12.686476105187326,100.0
8.817487506756837,9.510075667750177,12.714584684371948,100.0
8.793606779139528,9.018462229858745,12.874384275046728,100.0
9.143990894926697,8.4285117393644,12.973875168861428,100.0
7.860050498575404,9.961035727537595,12.730888564387957,100.0
8.598472522099813,9.375252002968319,12.892811236259265,100.0
9.173753933924617,8.918515974475492,12.837199951313574,100.0
9.047506578429406,8.722196436280688,12.891873478067332,100.0
8.810396941096494,8.689740073296331,12.928779233818762,100.0
9.11119034771158,8.300647296929007,13.03758316133997,100.0
7.51677002509435,9.554581351769276,13.083625795443853,100.0
7.973786618974474,9.63026511919749,12.90759804203465,100.0
8.677457012010343,8.162901870153284,13.218391135990444,100.0
8.045909158114728,8.838911693236406,13.129855742243123,100.0
7.957177279617986,8.978248142995755,13.21347568117339,100.0
8.930829159418742,7.788525204179148,13.264305419392056,100.0
7.240134802299347,9.304061345151952,13.208918854042336,100.0
8.161379470620105,8.919262063774196,13.126839979885844,100.0
8.642624498415394,8.151068074949857,13.288744415320787,100.0
8.498259087370224,8.29320066903025,13.267516351333393,100.0
7.951689061298166,8.461818239905618,13.24698910382253,100.0
6.954990703181217,9.886570202623815,13.027759037234567,100.0
7.4600542647864225,8.693714539210001,13.351794441424508,100.0
