within 0,within 1,between,acc true,acc control
11.360546080271403,11.579094727834066,11.701353510220846,51.8,70.0
11.349802017211914,11.43156479653858,11.408115863800049,53.6,60.0
11.427871204557873,12.427492141723633,10.8013870375497,53.93333333333333,53.333333333333336
11.766032536824545,10.544937020256405,10.848337309701103,55.45,62.5
12.064928197860718,10.601172280311584,11.095925827026367,55.92,60.0
11.970392036437989,11.792173671722413,10.981491718292236,54.833333333333336,58.333333333333336
11.031765254338582,11.627559185028076,10.163877675930658,54.34285714285714,57.142857142857146
10.540033404032389,9.790977080663046,12.284269034862518,54.175,61.25
9.709140754881359,12.837664922078451,10.538458052135649,53.888888888888886,57.77777777777778
12.599665323893229,9.933553479966664,10.528391724541073,53.86,58.0
12.062245686848959,11.192092577616373,11.17586290268671,53.49090909090909,58.18181818181818
10.543241055806478,9.604731241861979,9.12132633725802,53.15,56.666666666666664
10.197609583536783,10.041770442326863,10.116289804379145,53.0,57.69230769230769
10.289379501342774,3.708691676457723,7.943022161722183,52.65714285714286,59.285714285714285
12.384304364522299,11.113052935827346,11.043212686266218,52.52,59.333333333333336
11.490824254353841,10.249632557233175,10.1919373969237,52.4,58.125
11.499521827697754,10.052473640441894,11.75998821258545,52.23529411764706,58.8235294117647
7.153596496582031,11.743108749389648,10.176958475112915,52.36666666666667,58.333333333333336
11.289677270253499,5.317598621050517,10.06475959221522,57.0,80.0
9.790030670166015,8.126099860668182,8.744787397384643,57.6,90.0
10.645889139175415,9.59914391040802,10.26445707321167,56.6,90.0
10.907533931732178,10.52797179222107,10.478219757080078,56.55,92.5
10.762275968279157,9.783214092254639,11.968128385997954,57.24,92.0
10.439809099833171,11.038475751876831,11.151009380817413,58.766666666666666,91.66666666666667
10.419840002059937,8.22179980278015,9.564366588592529,59.57142857142857,91.42857142857143
8.480846722920736,11.889153957366943,11.880290599096389,60.8,88.75
9.159719467163086,10.877667903900146,12.510555812290736,62.6,88.88888888888889
9.877908309300741,10.425424480438233,12.187434593836466,64.38,89.0
9.308886814117432,9.86194338798523,12.901010322570801,65.56363636363636,90.0
9.434800624847412,8.426840600513277,12.720409234364828,66.63333333333334,90.0
9.79663372039795,10.868098440624419,12.210417111714682,67.49230769230769,89.23076923076923
9.602263689041138,10.29565625190735,12.23682294845581,67.85714285714286,90.0
5.0,10.936458570616585,11.714303016662598,68.10666666666667,88.0
10.746715466181437,8.490159829457602,12.124185164769491,68.1125,87.5
10.979862179074969,4.898979663848877,12.410682916641235,68.25882352941177,86.47058823529412
9.636619249979654,10.770997333526612,11.598228792349497,68.0111111111111,87.22222222222223
